study_id,id,title,authors,year,doi,arxiv_id,relevance_score,pdf_status,download_url,source_db,batch
P223,P01_0652,Weights-Rotated Preference Optimization for Large Language Models,"Yang, C.; Jia, R.; Zheng, M.; Gu, N.; Lin, Z.; Chen, S.; Yin, W.; Wu, H.; Wang, W.",2025,10.18653/v1/2025.emnlp-main.1329,,4,downloaded,https://doi.org/10.18653/v1/2025.emnlp-main.1329,,B1-doi-rel5-4
P227,P01_0660,A Reasoning and Value Alignment Test to Assess Advanced GPT Reasoning,"McIntosh, T.R.; Liu, T.; Susnjak, T.; Watters, P.; Halgamuge, M.N.",2024,10.1145/3670691,,4,downloaded,https://doi.org/10.1145/3670691,,B1-doi-rel5-4
P233,P01_0670,Toward cultural interpretability: A linguistic anthropological framework for describing and evaluating large language models,"Jones, G.M.; Satran, S.; Satyanarayan, A.",2025,10.1177/20539517241303118,,4,downloaded,https://doi.org/10.1177/20539517241303118,,B1-doi-rel5-4
P248,P01_0694,Ethical-Lens: Curbing malicious usages of open-source text-to-image models,"Cai, Y.; Yin, S.; Wei, Y.; Xu, C.; Mao, W.; Juefei-Xu, F.; Chen, S.; Wang, Y.",2025,10.1016/j.patter.2025.101187,,4,downloaded,https://doi.org/10.1016/j.patter.2025.101187,,B1-doi-rel5-4
P256,P01_0710,Diverse Skill Discovery for Quadruped Robots via Unsupervised Learning,"Cui, R.; Bi, Y.; Luo, H.; Li, W.",2025,10.1109/AIHCIR67580.2025.11405350,,4,downloaded,https://doi.org/10.1109/AIHCIR67580.2025.11405350,,B1-doi-rel5-4
P258,P01_0712,Research on Aligning Large Models with Human Values Using Lora Fine-Tuning,"Wang, Y.; Ma, N.",2025,10.1109/CEI66465.2025.11398511,,4,downloaded,https://doi.org/10.1109/CEI66465.2025.11398511,,B1-doi-rel5-4
P272,P01_0738,Psychopathia Machinalis: A Nosological Framework for Understanding Pathologies in Advanced Artificial Intelligence,"Watson, N.; Hessami, A.",2025,10.3390/electronics14163162,,4,downloaded,https://doi.org/10.3390/electronics14163162,,B1-doi-rel5-4
P273,P01_0739,Securing AGI-driven drone communications for climate change: A comprehensive review of deep learning-based IDS,"Mehmood, T.; Attaullah, H.M.; Ibrahim, M.; Al Shehry, M.B.J.",2025,10.4018/979-8-3693-6457-4.ch005,,4,downloaded,https://doi.org/10.4018/979-8-3693-6457-4.ch005,,B1-doi-rel5-4
P277,P01_0746,Choice Vectors: Streamlining Personal AI Alignment Through Binary Selection,"Watson, E.; Nguyen, M.; Pan, S.; Zhang, S.",2025,10.3390/mti9030022,,4,downloaded,https://doi.org/10.3390/mti9030022,,B1-doi-rel5-4
P281,P01_0755,Abstraction Alignment: Comparing Model-Learned and Human-Encoded Conceptual Relationships,"Boggust, A.; Bang, H.; Strobelt, H.; Satyanarayan, A.",2025,10.1145/3706598.3713406,,4,downloaded,https://doi.org/10.1145/3706598.3713406,,B1-doi-rel5-4
P290,P01_0776,The Tong Test: Evaluating Artificial General Intelligence Through Dynamic Embodied Physical and Social Interactions,"Peng, Y.; Han, J.; Zhang, Z.; Fan, L.; Liu, T.; Qi, S.; Feng, X.; Ma, Y.; Wang, Y.; Zhu, S.-C.",2024,10.1016/j.eng.2023.07.006,,4,downloaded,https://doi.org/10.1016/j.eng.2023.07.006,,B1-doi-rel5-4
P296,P01_0790,Elucidating Optimal Reward-Diversity Tradeoffs in Text-to-Image Diffusion Models,"Jena, R.; Taghibakhshi, A.; Jain, S.; Shen, G.; Tajbakhsh, N.; Vahdat, A.",2025,10.1109/WACV61041.2025.00033,,4,downloaded,https://doi.org/10.1109/WACV61041.2025.00033,,B1-doi-rel5-4
P302,P01_0802,"Considerations on the AI Endgame: Ethics, Risks and Computational Frameworks","Ziesche, S.; Yampolskiy, R.V.",2025,10.1201/9781003565659,,4,paywalled-confirmed,https://doi.org/10.1201/9781003565659,,X-inaccessible-or-paywalled
P312,P01_0817,Philosophical Investigations into AI Alignment: A Wittgensteinian Framework,"Pérez-Escobar, J.A.; Sarikaya, D.",2024,10.1007/s13347-024-00761-9,,4,downloaded,https://doi.org/10.1007/s13347-024-00761-9,,B1-doi-rel5-4
P317,P01_0824,"Value alignment, human enhancement, and moral revolutions","Tubert, A.; Tiehen, J.",2025,10.1080/0020174X.2023.2261506,,4,paywalled-confirmed,https://doi.org/10.1080/0020174X.2023.2261506,,X-inaccessible-or-paywalled
P322,P01_0834,Position Paper: Bounded Alignment: What (Not) To Expect From AGI Agents,"Minai, A.A.",2025,10.1109/IJCNN64981.2025.11228305,,4,downloaded,https://doi.org/10.1109/IJCNN64981.2025.11228305,,B1-doi-rel5-4
P327,P01_0842,"The information, control, and value models of mobile health-driven empowerment","Gray, J.; Segers, S.; Mertes, H.",2025,10.1111/bioe.13294,,4,paywalled-confirmed,https://doi.org/10.1111/bioe.13294,,X-inaccessible-or-paywalled
P337,P01_0862,STELA: a community-centred approach to norm elicitation for AI alignment,"Bergman, S.; Marchal, N.; Mellor, J.; Mohamed, S.; Gabriel, I.; Isaac, W.",2024,10.1038/s41598-024-56648-4,,4,downloaded,https://doi.org/10.1038/s41598-024-56648-4,,B1-doi-rel5-4
P343,P01_0873,RLVPR: Process-level Supervision for Thinking with images in Multimodal Language Models,"Tian, X.; Zhang, Y.; Fu, T.; Xie, X.",2025,10.1109/ICAICE68195.2025.11382399,,4,downloaded,https://doi.org/10.1109/ICAICE68195.2025.11382399,,B1-doi-rel5-4
P347,P01_0884,Narrative-Based AI Ethics Education for Emerging Technologies: Leveraging ‘The Monkey’s Paw’ for AI Alignment and Social Justice,"Lee, J.",2025,10.1109/ETHICS65148.2025.11098410,,4,downloaded,https://doi.org/10.1109/ETHICS65148.2025.11098410,,B1-doi-rel5-4
P354,P01_0898,Decision modeling for automated driving in dilemmas based on bidirectional value alignment of moral theory values and fair human moral values,"Wang, Y.; Tan, G.; Si, H.",2025,10.1016/j.trf.2024.11.001,,4,downloaded,https://doi.org/10.1016/j.trf.2024.11.001,,B1-doi-rel5-4
P371,P01_0931,Supervisor Alignment Framework: Enhancing LLM Alignment with Query-Ignoring Strategy and Multi-Agent Interaction,"Bao, Z.; Ji, Y.; Wu, W.; Chen, X.; He, L.",2025,10.1109/ICASSP49660.2025.10890479,,4,downloaded,https://doi.org/10.1109/ICASSP49660.2025.10890479,,B1-doi-rel5-4
P381,P01_0948,Interactive Groupwise Comparison for Reinforcement Learning from Human Feedback,"Kompatscher, J.; Shi, D.; Varni, G.; Weinkauf, T.; Oulasvirta, A.",2025,10.1111/cgf.70290,,4,downloaded,https://doi.org/10.1111/cgf.70290,,B1-doi-rel5-4
P384,P01_0958,"From Pursuit of the Universal AGI Architecture to Systematic Approach to Heterogeneous AGI (SAGI): Addressing Alignment, Energy & AGI Grand Challenges","Kurshan, E.",2024,10.1142/S1793351X24300073,,4,downloaded,https://doi.org/10.1142/S1793351X24300073,,B1-doi-rel5-4
P392,P01_0970,Goal Alignment: Re-analyzing Value Alignment Problems Using Human-Aware AI,"Mechergui, M.; Sreedharan, S.",2024,10.1609/aaai.v38i9.28875,,4,downloaded,https://doi.org/10.1609/aaai.v38i9.28875,,B1-doi-rel5-4
P394,P01_0974,Addressing Reward Hacking in Autonomous Navigation using a Soft Actor Critic approach,"Matsioris, G.; Papamichail, I.; Fouskitakis, G.; Doitsidis, L.",2025,10.1109/EEITE65381.2025.11166040,,4,downloaded,https://doi.org/10.1109/EEITE65381.2025.11166040,,B1-doi-rel5-4
P395,P01_0975,Committing to the wrong artificial delegate in a collective-risk dilemma is better than directly committing mistakes,"Terrucha, I.; Fernández Domingos, E.; Simoens, P.; Lenaerts, T.",2024,10.1038/s41598-024-61153-9,,4,downloaded,https://doi.org/10.1038/s41598-024-61153-9,,B1-doi-rel5-4
P397,P01_0979,The shutdown problem: an AI engineering puzzle for decision theorists,"Thornley, E.",2025,10.1007/s11098-024-02153-3,,4,downloaded,https://doi.org/10.1007/s11098-024-02153-3,,B1-doi-rel5-4
P401,P01_0987,The Elephant in the Room: Why AI Safety Demands Diverse Teams,"Rostcheck, D.; Scheibling, L.",2025,10.1007/978-3-031-84457-7_22,,4,downloaded,https://doi.org/10.1007/978-3-031-84457-7_22,,B1-doi-rel5-4
P405,P01_0994,Responsible Development of Offensive AI,"Marinelli, R.",2025,10.1109/ICAIDE65466.2025.11189736,,4,downloaded,https://doi.org/10.1109/ICAIDE65466.2025.11189736,,B1-doi-rel5-4
P415,P01_1017,The argument for near-term human disempowerment through AI,"Dung, L.",2025,10.1007/s00146-024-01930-2,,4,downloaded,https://doi.org/10.1007/s00146-024-01930-2,,B1-doi-rel5-4
P418,P01_1021,User-Driven Value Alignment: Understanding Users' Perceptions and Strategies for Addressing Biased and Discriminatory Statements in AI Companions,"Fan, X.; Xiao, Q.; Zhou, X.; Pei, J.; Sap, M.; Lu, Z.; Shen, H.",2025,10.1145/3706598.3713477,,4,downloaded,https://doi.org/10.1145/3706598.3713477,,B1-doi-rel5-4
P431,P01_1050,Kantian Fallibilist Ethics for AI Alignment,"Chaly, V.",2024,10.22034/jpiut.2024.62766.3837,,4,downloaded,https://doi.org/10.22034/jpiut.2024.62766.3837,,B1-doi-rel5-4
P434,P01_1058,A Vision for Value-Aligned AI-Driven Systems,"Obie, H.O.",2025,10.1109/AIware69974.2025.00023,,4,downloaded,https://doi.org/10.1109/AIware69974.2025.00023,,B1-doi-rel5-4
P460,P01_1128,Moral Gridworlds: A Theoretical Proposal for Modeling Artificial Moral Cognition,"Haas, J.",2020,10.1007/s11023-020-09524-9,,4,downloaded,https://doi.org/10.1007/s11023-020-09524-9,,B1-doi-rel5-4
P461,P01_1131,ARTIFICIAL INTELLIGENCE VALUE ALIGNMENT PRINCIPLES: THE STATE OF ART REVIEW FROM INFORMATION SYSTEMS RESEARCH,"Shengnan, H.A.N.; Nikou, S.",2021,10.18690/978-961-286-485-9.47,,4,downloaded,https://doi.org/10.18690/978-961-286-485-9.47,,B1-doi-rel5-4
P463,P01_1137,MoVEMo: A structured approach for engineering reward functions,"Mallozzi, P.; Pardo, R.; Duplessis, V.; Pelliccione, P.; Schneider, G.",2018,10.1109/IRC.2018.00053,,4,downloaded,https://doi.org/10.1109/IRC.2018.00053,,B1-doi-rel5-4
P469,P01_1146,Deadline-Safe Reach-Avoid Control Synthesis for Cyber-Physical Systems with Reinforcement Learning,"Liu, M.; Lu, P.; Chen, X.; Sokolsky, O.; Lee, I.; Kong, F.",2024,10.1109/RTSS62706.2024.00018,,4,downloaded,https://doi.org/10.1109/RTSS62706.2024.00018,,B1-doi-rel5-4
P475,P01_1165,"Setting the goals for ethical, unbiased, and fair AI","Lorente, A.",2022,10.1016/B978-0-32-391919-7.00014-7,,4,paywalled-confirmed,https://doi.org/10.1016/B978-0-32-391919-7.00014-7,,X-inaccessible-or-paywalled
P478,P01_1172,A path to artificial intelligence,"Dronic, I.",2018,10.1007/978-3-030-01057-7_50,,4,downloaded,https://doi.org/10.1007/978-3-030-01057-7_50,,B1-doi-rel5-4
P480,P01_1174,"On Autonomy, Governance, and Values: An AGV Approach to Value Engineering","Noriega, P.; Plaza, E.",2024,10.1007/978-3-031-58202-8_10,,4,downloaded,https://doi.org/10.1007/978-3-031-58202-8_10,,B1-doi-rel5-4
P490,P01_1192,From Data to Decisions: Assessing the Feasibility and Rationality of Human-in-the-Loop for AI Value Alignment,"Chen, X.; Zhou, P.; Tao, L.; Wang, X.; Qu, Y.",2024,10.1109/ICEI64305.2024.10912274,,4,downloaded,https://doi.org/10.1109/ICEI64305.2024.10912274,,B1-doi-rel5-4
P492,P01_1194,Forecasting emergent risks in advanced AI systems: an analysis of a future road transport management system,"McLean, S.; King, B.J.; Thompson, J.; Carden, T.; Stanton, N.A.; Baber, C.; Read, G.J.M.; Salmon, P.M.",2023,10.1080/00140139.2023.2286907,,4,downloaded,https://doi.org/10.1080/00140139.2023.2286907,,B1-doi-rel5-4
P493,P01_1195,Transparent Value Alignment,"Sanneman, L.; Shah, J.",2023,10.1145/3568294.3580147,,4,downloaded,https://doi.org/10.1145/3568294.3580147,,B1-doi-rel5-4
P499,P01_1206,Cybersecurity and privacy in smart bioprinting,"Isichei, J.C.; Khorsandroo, S.; Desai, S.",2023,10.1016/j.bprint.2023.e00321,,4,downloaded,https://doi.org/10.1016/j.bprint.2023.e00321,,B1-doi-rel5-4
P500,P01_1215,Artificial intelligence and indigenous perspectives: Protecting and empowering intelligent human beings,"Maitra, S.",2020,10.1145/3375627.3375845,,4,downloaded,https://doi.org/10.1145/3375627.3375845,,B1-doi-rel5-4
P505,P01_1231,(When) can ai bots lie?,"Chakraborti, T.; Kambhampati, S.",2019,10.1145/3306618.3314281,,4,downloaded,https://doi.org/10.1145/3306618.3314281,,B1-doi-rel5-4
P508,P01_1238,Instilling moral value alignment by means of multi-objective reinforcement learning,"Rodriguez-Soto, M.; Serramia, M.; Lopez-Sanchez, M.; Rodriguez-Aguilar, J.A.",2022,10.1007/s10676-022-09635-0,,4,downloaded,https://doi.org/10.1007/s10676-022-09635-0,,B1-doi-rel5-4
P514,P01_1253,DISTINCTIVE IMAGE CAPTIONING: LEVERAGING GROUND TRUTH CAPTIONS IN CLIP GUIDED REINFORCEMENT LEARNING,"Chaffin, A.; Kijak, E.; Claveau, V.",2024,10.1109/ICIP51287.2024.10647426,,4,downloaded,https://doi.org/10.1109/ICIP51287.2024.10647426,,B1-doi-rel5-4
P519,P01_1261,The value alignment problem: Building ethically aligned machines,"Chaturvedi, S.; Lakshmi, C.V.; Chellapilla, P.",2023,10.2174/9789815079210123010017,,4,paywalled-confirmed,https://doi.org/10.2174/9789815079210123010017,,X-inaccessible-or-paywalled
P521,P01_1264,A novel multi-step reinforcement learning method for solving reward hacking,"Yuan, Y.; Yu, Z.L.; Gu, Z.; Deng, X.; Li, Y.",2019,10.1007/s10489-019-01417-4,,4,downloaded,https://doi.org/10.1007/s10489-019-01417-4,,B1-doi-rel5-4
P527,P01_1278,Shared moral foundations of embodied artificial intelligence,"Cruz, J.",2019,10.1145/3306618.3314280,,4,downloaded,https://doi.org/10.1145/3306618.3314280,,B1-doi-rel5-4
P528,P01_1281,Metaverse: A Solution to the Multi-Agent Value Alignment Problem,"Yampolskiy, R.V.",2022,10.1142/S2705078522500072,,4,downloaded,https://doi.org/10.1142/S2705078522500072,,B1-doi-rel5-4
P533,P01_1293,Decoding the Alignment Problem: Revisiting the 1958 NYT Report on Rosenblatt’s Perceptron Through the Lens of Information Theory,"Chong, L.",2024,10.1007/978-3-031-62110-9_3,,4,downloaded,https://doi.org/10.1007/978-3-031-62110-9_3,,B1-doi-rel5-4
P537,P01_1302,Pleasure addiction via brain-manipulating technologies as a possible contributor to civilizational decline,"Turchin, A.; Denkenberger, D.",2023,10.1016/j.futures.2023.103215,,4,downloaded,https://doi.org/10.1016/j.futures.2023.103215,,B1-doi-rel5-4
P543,P01_1310,MARNet: Backdoor Attacks Against Cooperative Multi-Agent Reinforcement Learning,"Chen, Y.; Zheng, Z.; Gong, X.",2023,10.1109/TDSC.2022.3207429,,4,downloaded,https://doi.org/10.1109/TDSC.2022.3207429,,B1-doi-rel5-4
P552,P01_1323,AI Alignment and Human Reward,"Butlin, P.",2021,10.1145/3461702.3462570,,4,downloaded,https://doi.org/10.1145/3461702.3462570,,B1-doi-rel5-4
P557,P01_1330,"The linguistic dead zone of value-aligned agency, natural and artificial: The linguistic dead zone..: T. LaCroix","LaCroix, T.",2024,10.1007/s11098-024-02257-w,,4,downloaded,https://doi.org/10.1007/s11098-024-02257-w,,B1-doi-rel5-4
P563,P01_1344,Calibrating machine behavior: a challenge for AI alignment,"Firt, E.",2023,10.1007/s10676-023-09716-8,,4,downloaded,https://doi.org/10.1007/s10676-023-09716-8,,B1-doi-rel5-4
P570,P01_1365,A Playground for the Value Alignment Problem,"Perello-Moragues, A.; Noriega, P.",2019,10.1007/978-3-030-33749-0_33,,4,downloaded,https://doi.org/10.1007/978-3-030-33749-0_33,,B1-doi-rel5-4
P572,P01_1369,"Artificial Intelligence, Values, and Alignment","Gabriel, I.",2020,10.1007/s11023-020-09539-2,,4,downloaded,https://doi.org/10.1007/s11023-020-09539-2,,B1-doi-rel5-4
P578,P01_1377,"AI security, reward hacking and the paradoxes of deontic logic","Sasdelli, D.C.",2022,10.38023/76692828-9DA1-469A-8310-10FD68DB582E,,4,paywalled-confirmed,https://doi.org/10.38023/76692828-9DA1-469A-8310-10FD68DB582E,,X-inaccessible-or-paywalled
P580,P01_1379,An Enactive Approach to Value Alignment in Artificial Intelligence: A Matter of Relevance,"Cannon, M.",2022,10.1007/978-3-031-09153-7_10,,4,downloaded,https://doi.org/10.1007/978-3-031-09153-7_10,,B1-doi-rel5-4
P581,P01_1384,Moral machines: From value alignment to embodied virtue,"Wallach, W.; Vallor, S.",2020,10.1093/oso/9780190905033.003.0014,,4,paywalled-confirmed,https://doi.org/10.1093/oso/9780190905033.003.0014,,X-inaccessible-or-paywalled
P584,P01_1388,"Benchmarked Ethics: A Roadmap to AI Alignment, Moral Knowledge, and Control","Kierans, A.",2023,10.1145/3600211.3604764,,4,downloaded,https://doi.org/10.1145/3600211.3604764,,B1-doi-rel5-4
P590,P01_1405,A tiered approach for ethical AI evaluation metrics,"Israelsen, B.; Wu, P.; Srivastava, K.; Wu, H.-F.S.; Grabowski, R.",2024,10.1016/B978-0-44-315991-6.00016-9,,4,downloaded,https://doi.org/10.1016/B978-0-44-315991-6.00016-9,,B1-doi-rel5-4
P594,P01_1415,Aligning artificial intelligence with human values: reflections from a phenomenological perspective,"Han, S.; Kelly, E.; Nikou, S.; Svee, E.-O.",2022,10.1007/s00146-021-01247-4,,4,downloaded,https://doi.org/10.1007/s00146-021-01247-4,,B1-doi-rel5-4
P595,P01_1416,The value alignment problem: a geometric approach,"Peterson, M.",2019,10.1007/s10676-018-9486-0,,4,downloaded,https://doi.org/10.1007/s10676-018-9486-0,,B1-doi-rel5-4
P601,P01_1432,A Collective Intelligence Approach to Safe Artificial General Intelligence,"Kaplan, C.A.",2024,10.1007/978-3-031-65572-2_12,,4,paywalled-confirmed,https://doi.org/10.1007/978-3-031-65572-2_12,,X-inaccessible-or-paywalled
P604,P01_1440,Integrating Quantitative and Qualitative Reasoning for Value Alignment,"Szabo, J.; Such, J.M.; Criado, N.; Modgil, S.",2022,10.1007/978-3-031-20614-6_22,,4,downloaded,https://doi.org/10.1007/978-3-031-20614-6_22,,B1-doi-rel5-4
P605,P01_1441,AI Value Alignment Problem: The Clear and Present Danger,"Chaturvedi, S.; Patvardhan, C.; Lakshmi, C.V.",2023,10.1109/ISCON57294.2023.10112100,,4,downloaded,https://doi.org/10.1109/ISCON57294.2023.10112100,,B1-doi-rel5-4
P606,P01_1442,Poster Paper: Towards Blockchain-Based AI Alignment Using a Proof of Personhood Consensus Mechanism,"Neulinger, A.",2023,10.1109/BCCA58897.2023.10338929,,4,downloaded,https://doi.org/10.1109/BCCA58897.2023.10338929,,B1-doi-rel5-4
P607,P01_1444,Terms and references: Working definitions of terms and references,"Ellsworth, S.",2024,10.1016/B978-0-44-315991-6.00008-X,,4,paywalled-confirmed,https://doi.org/10.1016/B978-0-44-315991-6.00008-X,,X-inaccessible-or-paywalled
P612,P01_1460,"A Survey of LLM-based Agents: Theories, Technologies, Applications and Suggestions","Dong, X.; Zhang, X.; Bu, W.; Zhang, D.; Cao, F.",2024,10.1109/AIoTC63215.2024.10748304,,4,downloaded,https://doi.org/10.1109/AIoTC63215.2024.10748304,,B1-doi-rel5-4
P613,P01_1461,Impossibility Results in AI: A Survey,"Brcic, M.; Yampolskiy, R.V.",2023,10.1145/3603371,,4,downloaded,https://doi.org/10.1145/3603371,,B1-doi-rel5-4
P620,P01_1485,Anthropomorphic reasoning about neuromorphic AGI safety,"Jilk, D.J.; Herd, S.J.; Read, S.J.; O’Reilly, R.C.",2017,10.1080/0952813X.2017.1354081,,4,paywalled-confirmed,https://doi.org/10.1080/0952813X.2017.1354081,,X-inaccessible-or-paywalled
P621,P01_1550,Agent Foundations for Aligning Machine Intelligence with Human Interests: A Technical Research Agenda,"Soares, N.; Fallenstein, B.",2017,10.1007/978-3-662-54033-6_5,,4,downloaded,https://doi.org/10.1007/978-3-662-54033-6_5,,B1-doi-rel5-4
P623,P01_1577,"The Control Problem. Excerpts from Superintelligence: Paths, Dangers, Strategies","Bostrom, N.",2016,10.1002/9781118922590.ch23,,4,paywalled-confirmed,https://doi.org/10.1002/9781118922590.ch23,,X-inaccessible-or-paywalled
P625,P01_1586,Artificial Intelligence and the Value Alignment Problem: A Philosophical Introduction,"Humphreys, D",2026,10.1002/japp.70082,,4,paywalled-confirmed,https://doi.org/10.1002/japp.70082,,X-inaccessible-or-paywalled
P1025,P01_2387,"For example, recent instances of ‘reward hacking’ reveal how AI systems can exploit scoring loopholes in tasks assigned by users to maximize rewards—knowingly deviating from user intent—highlighting the dangers of emergent misalignment even in systems capable of understanding their own deception: ‘Recent frontier models are reward hacking",,2025,,,5,paywalled-confirmed,,,X-inaccessible-or-paywalled
P1200,P01_2774,Causal Reward Adjustment: Mitigating Reward Hacking in External Reasoning via Backdoor Correction,"Song, RK; Song, Z; Guo, HJ; Qiang, WW",2026,,,5,downloaded,,,B2-scopus-rel5-4
P1202,P01_2776,Intrinsic Barriers and Practical Pathways for Human-AI Alignment: An Agreement-Based Complexity Analysis,"Nayebi, A",2026,,,5,downloaded,,,B2-scopus-rel5-4
P1203,P01_2777,Incomplete Contracting and Al Alignment,"Hadfield-Menell, D; Hadfield, GK",2019,,,5,downloaded,,,B2-scopus-rel5-4
P1232,P01_2813,Aligning Large Multimodal Models with Factually Augmented RLHF,"Sun, ZQ; Shen, S; Cao, SC; Liu, HC; Li, CY; Shen, YK; Gan, C; Gui, LY; Wang, YX; Yang, YM; Keutzer, K; Darrell, T",2024,,,5,downloaded,,,B2-scopus-rel5-4
