paper_id,title,year,relevance_seed,relevance_final,revised,relevance_justification,subdomains,formal_framework
P126,AI ageism and its consequence: Benevolent ageist attitudes expressed by LLMs could reinforce ageism in humans,2025,3,2,yes,Social-psychology study of LLM output bias (ageism) and attitude persuasion; uses the ValueBench value paradigm but concerns social attitudes rather than alignment failure. Revised down from seed 3.,value alignment; robustness; governance; ethics; capabilities,none
P1261,FGD-Align: Pluralistic Alignment for Large Language Models via Fuzzy Group Decision-Making,2026,4,4,no,Directly relevant to pluralistic value aggregation: handles conflicting/ambiguous human preferences in alignment — relevant to how heterogeneous values are combined into alignment targets.,value alignment; robustness,other
P1264,An Empirical Study of Instruction-tuning Large Language Models in Chinese,2023,4,3,yes,"Empirical instruction-tuning cookbook for Chinese LLMs; value alignment is one factor among several, so the contribution is primarily capability-oriented. Revised down from seed 4.",value alignment; ethics; capabilities,none
P128,Roadmap on Incentive Compatibility for AI Alignment and Governance in Sociotechnical Systems,2026,4,4,no,Roadmap/position paper on incentive compatibility for sociotechnical AI alignment; relevant to governance and game-theoretic alignment.,value alignment; robustness; governance; ethics; capabilities,game theory
P129,Theory of Mind as a Core Component of Artificial General Intelligence,2026,4,4,no,"Relevant to alignment-adjacent capability: ToM as mechanism for social alignment in AGI architectures — relates to modeling others' mental states; simulation evidence, tangential to value alignment per se.",capabilities,none
P130,"Agents, Alignment, and the Many Faces of Autonomy",2026,4,4,no,"Relevant: conceptual analysis of autonomy alignment as a contested-specification problem; relevant to value-specification plurality in alignment, no mechanism.",value alignment; robustness; governance; ethics; capabilities,none
P132,Cloud Platforms in Transition: AI Agents as Intelligent Intermediaries Disrupting the Traditional Saas Subscription Model,2026,3,1,yes,"Cloud/SaaS business analysis; 'alignment' refers to usage-pricing fit, not AI alignment. Off-topic for the review's alignment-failure scope. Revised down from seed 3.",other,none
P135,Transparent by Design: Ensuring Safety in Agentic AI Through Decision Traceability,2026,5,5,no,"Directly relevant: names reward hacking as a key agentic risk and proposes transparency-by-design safety mechanisms; relevant to safety of agentic alignment, conceptual.",value alignment; interpretability; robustness; governance,none
P136,Beyond Patches: Mining Interpretable Part-Prototypes for Explainable AI,2026,4,4,no,"Tangentially relevant: interpretability method for concept-level explanations; uses 'aligned' loosely as human-comprehensible, not alignment mechanisms (abstract only, low confidence).",value alignment; interpretability; robustness,other
P138,Flow-Multi: A Flow-Matching Multi-Reward Framework for Text-to-Image Generation,2026,5,5,no,Multi-reward RL for text-to-image human preference alignment explicitly mitigating reward hacking; relevant to alignment robustness against reward overoptimization.,value alignment; interpretability; robustness,dynamical systems; information theory
P139,"Different Models, Different Values: Educational Preference Structures across Alignment Methodologies in Large Language Models",2026,4,4,no,"Directly relevant to value structure and coherence: measures whether aligned models exhibit coherent (transitive) preference systems and shows alignment methodology (RLHF vs RLHF+CAI) shapes the value orientation — empirical evidence on value-system coherence, adjacent to schema-coherence concerns.",value alignment; interpretability; governance,decision theory
P140,Four Settings and a Proposal for the Exploration of Value Alignment in AI,2026,4,4,no,"Relevant: structured conceptual map of value-alignment problem settings; relevant framing for alignment research agenda, no mechanism.",value alignment; robustness; governance; ethics; capabilities,none
P142,Guiding artificial intelligence in public health and medicine with epidemiology: A lifecycle framework for mitigating AI misalignment,2025,4,4,no,Lifecycle framework explicitly framed around mitigating AI misalignment in public health and medicine; engages the alignment-failure concept at a systems level.,value alignment; interpretability; robustness; governance; ethics; capabilities,none
P143,CircuChain: Disentangling Competence and Compliance in LLM Circuit Analysis,2026,4,4,no,"Benchmark disentangling instruction compliance from competence in a technical domain; relevant to evaluating instruction-following robustness, tangential to value alignment.",value alignment; interpretability; robustness; governance; capabilities,none
P144,Differences in Alignment Behavior between Single-Agent and Multi-Agent LLM Systems: Implications for Human-AI Teaming,2026,4,4,no,Relevant to emergent alignment dynamics: empirically documents that multi-agent interaction changes alignment behavior and introduces emergent risks — relevant to compositional/emergent misalignment concerns.,value alignment; interpretability; robustness; ethics; capabilities,none
P146,A Rolling Stone Gathers No Moss: Adaptive Policy Optimization for Stable Self-Evaluation in Large Multimodal Models,2026,4,4,no,"Relevant: RL alignment method explicitly targeting reward hacking and model collapse via adaptive reward and dynamic KL regularization; relevant to reward-hacking mitigation (abstract only, low confidence).",value alignment; capabilities,other
P149,Beyond Chat: A Design Strategy for Enhancing Alignment Between User Requirements and AI Support in Online Decision-Making,2026,3,2,yes,"Tangential: 'alignment' here is matching AI support to user requirements in HCI design, not value alignment; relevant as an applied human-AI interaction study.",other,none
P150,"The Alignment Target Problem: Divergent Moral Judgments of Humans, AI Systems, and Their Designers",2026,4,4,no,"Relevant: empirical evidence that the target of alignment (human actor, machine, or designer) is contested; relevant to value-aggregation and alignment-target questions, empirical.",value alignment; interpretability; governance; ethics,none
P151,An Identity Based Agent Model for AI Value Alignment,2026,4,4,no,"Relevant: multi-agent value-alignment model embedding values in agent identity; relevant to value-driven agent behavior, simulation-based evidence.",value alignment; interpretability; robustness; ethics; capabilities,other
P153,Granularity paradox: how emotion taxonomies shape GPT-5’s affective cognition and human-AI alignment,2026,4,1,yes,"'Human-AI alignment' refers to agreement between GPT-5 and human annotators on emotion taxonomies; emotion-detection study, not AI value alignment. Off-topic. Revised down from seed 4.",other,none
P157,Towards an Axiology of Intelligent Hybrid Systems,2026,4,4,no,Philosophical axiology of values for AI systems; relevant to value-alignment foundations from value theory.,value alignment; governance,other
