paper_id,year,publication_type,evidence_basis,citation_count,D1,D6,D2,D3,D4,D5,D7,D8,composite,tier,weight_set,notes,low_credibility
P069,2025,empirical,full-text,0,2,0,1,2,2,3,2,2,1.70,C,empirical,ft_file=MIRA: An LLM-Driven Dual-Loop Architecture for Metacognitive Reward Design.pdf | moved:formal_framework(none->other) | ft_file=MIRA: An LLM-Driven Dual-Loop Architecture for Metacognitive Reward Design.pdf | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P070,2026,empirical,full-text,0,2,3,1,2,3,3,2,2,2.35,C,empirical,"ft_file=Charting cross-cultural AI perception: An exploratory study of expectations, risk–benefit trade-offs, and values in Germany and China.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | ft_file=Charting cross-cultural AI perception: An exploratory study of expectations, risk–benefit trade-offs, and values in Germany and China.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=3 | scored:D5=3 | scored:D7=2 | scored:D8=2",0
P071,2025,other,full-text,0,3,0,1,2,,3,1,2,1.85,C,pos_review,ft_file=High-Dimensional Data Stream Classification: Improving Random Patch Online Ensemble Classifier.pdf | ft_file=High-Dimensional Data Stream Classification: Improving Random Patch Online Ensemble Classifier.pdf | d1:journal | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P072,2026,empirical,full-text,1,2,4,1,2,2,3,2,3,2.35,C,empirical,ft_file=Adaptive Prompt Elicitation for Text-to-Image Generation.pdf | ai-revised:subdomains=value alignment; interpretability; capabilities->other | ft_file=Adaptive Prompt Elicitation for Text-to-Image Generation.pdf | ai-revised:subdomains=value alignment; interpretability; capabilities->other | d1:proceedings | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P073,2026,empirical,full-text,0,2,3,1,3,1,3,2,2,2.10,C,empirical,"ft_file=Composable Assurance for AI Alignment: A Framework for Propagating Formal Safety Properties Through MLOps.pdf; pilot=manual-review | pilot-reconcile: D2=1 (single author, no safety track record) | D4=1 (framework paper, no artifacts) | D7=2 (vague) | ft_file=Composable Assurance for AI Alignment: A Framework for Propagating Formal Safety Properties Through MLOps.pdf; pilot=manual-review | d1:proceedings | d6:cohort p77",0
P074,2026,review,full-text,0,2,3,2,2,,3,1,3,2.50,B,pos_review,ft_file=XAI2Brain: A Perspective on Mechanistic Interpretability for Brain-AI Alignment.pdf | ft_file=XAI2Brain: A Perspective on Mechanistic Interpretability for Brain-AI Alignment.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P075,2026,position,full-text,0,2,3,1,2,,3,2,2,2.25,C,pos_review,ft_file=Interactionless Inverse Reinforcement Learning: A Data-Centric Framework for Durable Alignment.pdf | ai-revised:publication_type=other->position | ft_file=Interactionless Inverse Reinforcement Learning: A Data-Centric Framework for Durable Alignment.pdf | ai-revised:publication_type=other->position | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P076,2026,theoretical,full-text,0,2,3,1,2,,3,1,2,2.20,C,theoretical,ft_file=Toward Constitutional Autonomy in AI Systems: A Theoretical Framework for Aligned Agentic Intelligence.pdf | ft_file=Toward Constitutional Autonomy in AI Systems: A Theoretical Framework for Aligned Agentic Intelligence.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P077,2026,position,full-text,0,2,3,1,2,,2,1,2,1.95,C,pos_review,"ft_file=Governing Generative AI for Healthy Ageing: A Normative Conceptual Framework for Societal Alignment, Epistemic Authority, and Value Convergence in Geriatric Care.pdf | ai-revised:publication_type=empirical->position | moved:methodology(position) | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2 | ft_file=Governing Generative AI for Healthy Ageing: A Normative Conceptual Framework for Societal Alignment, Epistemic Authority, and Value Convergence in Geriatric Care.pdf | ai-revised:publication_type=empirical->position | moved:methodology(position) | d1:doi_peer | d6:cohort p77",0
P078,2026,empirical,full-text,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=Reinforcement Learning With Verifier Guidance and Penalty Shaping for Vietnamese Summarization Using Small Language Models.pdf | ft_file=Reinforcement Learning With Verifier Guidance and Penalty Shaping for Vietnamese Summarization Using Small Language Models.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P079,2026,empirical,full-text,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=Stability of value perception: minimal influence of framing on moral attributions to a humanoid robot.pdf | ft_file=Stability of value perception: minimal influence of framing on moral attributions to a humanoid robot.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P080,2025,empirical,full-text,16,2,4,2,2,3,3,2,3,2.70,B,empirical,ft_file=A data-driven generative strategy to avoid reward hacking in multi-objective molecular design.pdf | ai-revised:publication_type=other->empirical | moved:formal_framework(none->other) | ft_file=A data-driven generative strategy to avoid reward hacking in multi-objective molecular design.pdf | ai-revised:publication_type=other->empirical | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p90 | scored:D2=2 | scored:D3=2 | scored:D4=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P081,2026,empirical,full-text,0,2,3,1,2,1,3,2,2,1.95,C,empirical,ft_file=A Mathematical Framework for Wise AI.pdf | ft_file=A Mathematical Framework for Wise AI.pdf | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=1 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P082,2025,empirical,abstract,0,2,0,2,2,2,3,2,3,1.90,C,empirical,d1:proceedings | d6:cohort zero citations after grace period | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P083,2026,position,full-text,0,2,3,2,2,,3,2,3,2.55,B,pos_review,ft_file=Generative Artificial Intelligence for Social Impact.pdf | ft_file=Generative Artificial Intelligence for Social Impact.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P084,2026,empirical,full-text,1,2,4,1,2,2,3,2,3,2.35,C,empirical,ft_file=Multi-Metric Preference Alignment for Generative Speech Restoration.pdf | ft_file=Multi-Metric Preference Alignment for Generative Speech Restoration.pdf | d1:proceedings | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P085,2026,empirical,full-text,1,2,4,1,2,2,3,2,3,2.35,C,empirical,ft_file=Are Conversational AI Agents the Way Out? Co-Designing Reader-Oriented News Experiences with Immigrants and Journalists.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | ft_file=Are Conversational AI Agents the Way Out? Co-Designing Reader-Oriented News Experiences with Immigrants and Journalists.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | d1:proceedings | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P086,2026,empirical,full-text,0,2,3,1,2,2,3,2,3,2.20,C,empirical,ft_file=Should LLM Safety be More Than Refusing Harmful Instructions?.pdf | ft_file=Should LLM Safety be More Than Refusing Harmful Instructions?.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P087,2025,empirical,full-text,8,2,4,1,2,2,3,1,2,2.25,C,empirical,ft_file=“Turning right”? An experimental study on the political value shift in large language models.pdf | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2 | ft_file=“Turning right”? An experimental study on the political value shift in large language models.pdf | d1:doi_peer | d6:cohort p84,0
P088,2026,theoretical,full-text,0,2,3,1,2,,3,2,3,2.30,C,theoretical,ft_file=Generating the language of AI harms: mapping guardrails using critical code studies.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | ft_file=Generating the language of AI harms: mapping guardrails using critical code studies.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P089,2026,position,full-text,0,2,3,1,2,,3,1,3,2.35,C,pos_review,ft_file=Non-Ideal Foundations for Preference-Based AI Alignment.pdf | ai-revised:publication_type=other->position | ft_file=Non-Ideal Foundations for Preference-Based AI Alignment.pdf | ai-revised:publication_type=other->position | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P090,2025,theoretical,full-text,0,2,0,1,3,,3,1,2,2.00,C,theoretical,"ft_file=The Bateson Game: A Model of Strategic Ambiguity, Frame Uncertainty, and Pathological Learning.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | ft_file=The Bateson Game: A Model of Strategic Ambiguity, Frame Uncertainty, and Pathological Learning.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=3 | scored:D5=3 | scored:D7=1 | scored:D8=2",0
P091,2026,review,full-text,0,2,3,2,2,,3,2,3,2.55,B,pos_review,ft_file=A Survey on Autonomy Induced Security Risks in Large Model-Based Agents.pdf | ft_file=A Survey on Autonomy Induced Security Risks in Large Model-Based Agents.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P092,2026,other,full-text,2,2,4,1,2,,3,1,2,2.35,C,pos_review,ft_file=Multi-objective reinforcement learning for provably incentivising alignment with value systems.pdf | moved:datasets_used(other) | moved:formal_framework(none->other) | ft_file=Multi-objective reinforcement learning for provably incentivising alignment with value systems.pdf | moved:datasets_used(other) | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p96 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P093,2026,review,full-text,,3,,2,2,,3,2,3,2.59,B,pos_review,ft_file=Reinforcement Learning from X-Feedback: Recent Advances and Future Prospects.pdf | ft_file=Reinforcement Learning from X-Feedback: Recent Advances and Future Prospects.pdf | d1:journal | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P094,2025,theoretical,full-text,0,2,0,1,2,,3,1,2,1.75,C,theoretical,"ft_file=Fostering AI alignment through blockchain, proof of personhood and zero knowledge proofs.pdf | ft_file=Fostering AI alignment through blockchain, proof of personhood and zero knowledge proofs.pdf | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2",0
P095,2026,position,full-text,2,2,4,1,2,,3,2,2,2.40,B,pos_review,ft_file=Toward Complementary Intelligence: Integrating Cognitive and Machine AI.pdf | ft_file=Toward Complementary Intelligence: Integrating Cognitive and Machine AI.pdf | d1:doi_peer | d6:cohort p96 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P096,2025,theoretical,full-text,1,2,2,1,3,,3,1,3,2.35,C,theoretical,ft_file=Machines that halt resolve the undecidability of artificial intelligence alignment.pdf | ft_file=Machines that halt resolve the undecidability of artificial intelligence alignment.pdf | d1:doi_peer | d6:cohort p51 | scored:D2=1 | scored:D3=3 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P097,2025,empirical,full-text,0,2,0,1,2,2,2,2,2,1.55,D,empirical,ft_file=Few-shot Fine-grained Image Classification with Interpretable Prompt Learning through Distribution Alignment.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; ethics; capabilities->other | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=2 | scored:D7=2 | scored:D8=2 | ft_file=Few-shot Fine-grained Image Classification with Interpretable Prompt Learning through Distribution Alignment.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; ethics; capabilities->other | d1:proceedings | d6:cohort zero citations after grace period,1
P098,2025,position,full-text,3,2,3,1,2,,3,2,3,2.40,B,pos_review,ft_file=Moral disagreement and the limits of AI value alignment: a dual challenge of epistemic justification and political legitimacy.pdf | ft_file=Moral disagreement and the limits of AI value alignment: a dual challenge of epistemic justification and political legitimacy.pdf | d1:doi_peer | d6:cohort p69 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P099,2026,review,full-text,4,2,4,1,2,,3,2,2,2.40,B,pos_review,ft_file=AI and disabled people’s independent living: a framework for analysis.pdf | moved:datasets_used(review) | ft_file=AI and disabled people’s independent living: a framework for analysis.pdf | moved:datasets_used(review) | d1:doi_peer | d6:cohort p100 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P100,2026,empirical,full-text,0,2,3,1,2,2,3,2,3,2.20,C,empirical,ft_file=RewardHackingAgents: Benchmarking Evaluation Integrity for LLM ML-Engineering Agents.pdf | ft_file=RewardHackingAgents: Benchmarking Evaluation Integrity for LLM ML-Engineering Agents.pdf | d1:workshop | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P1000,2025,other,metadata,450,1,4,1,1,,,1,2,1.80,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:cohort p96 | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,0
P1001,2025,other,metadata,0,1,0,1,1,,,1,2,1.00,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,1
P1004,2025,other,metadata,,2,,1,1,,,1,2,1.42,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,1
P1005,2025,other,metadata,5,1,3,1,1,,,1,2,1.60,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:cohort p78 | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,0
P1006,2025,other,metadata,15,1,4,1,1,,,1,,1.75,C,pos_review,low-evidence: metadata-only | scored:D2=1 | scored:D3=1 | scored:D7=1 | low-evidence: metadata-only | d6:cohort p89,0
P1007,2025,other,metadata,686,1,4,1,1,,,1,2,1.80,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:cohort p97 | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,0
P1008,2025,other,metadata,59,1,4,1,1,,,1,2,1.80,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:cohort p94 | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,0
P1009,2025,other,metadata,1791,1,4,1,1,,,1,2,1.80,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:cohort p98 | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,0
P101,2026,position,full-text,0,2,3,2,2,,3,2,3,2.55,B,pos_review,ft_file=Values in science and AI alignment research.pdf | ai-revised:publication_type=empirical->position | ai-revised:methodology=experiment->not_applicable | ft_file=Values in science and AI alignment research.pdf | ai-revised:publication_type=empirical->position | ai-revised:methodology=experiment->not_applicable | d1:doi_peer | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P1010,2025,other,metadata,135,0,4,4,2,,,1,4,2.87,B,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d1:grey | d6:cohort p95 | scored:D2=4 | scored:D3=2 | scored:D7=1 | scored:D8=4,0
P1011,2025,other,metadata,306,3,4,1,1,,,1,1,1.87,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d1:journal | d6:cohort p95 | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=1,0
P1014,2025,other,metadata,,1,,2,1,,,1,3,1.75,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=1 | scored:D7=1 | scored:D8=3,0
P1015,2025,other,metadata,678,1,4,1,2,,,1,2,2.00,C,pos_review,low-evidence: metadata-only | scored:D2=1 | scored:D3=2 | scored:D7=1 | scored:D8=2 | low-evidence: metadata-only | d6:cohort p96,0
P1017,2025,other,metadata,636,2,4,1,1,,,1,2,1.93,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d1:arxiv | d6:cohort p96 | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,0
P1018,2025,other,metadata,2,1,3,1,1,,,1,2,1.60,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:cohort p61 | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,0
P1019,2025,empirical,full-text,0,1,0,1,2,3,3,2,2,1.80,C,empirical,ft_file=Cultural Value Alignment in Large Language Models A Promptbased Analysis of Schwartz Values in Gemini.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | ft_file=Cultural Value Alignment in Large Language Models A Promptbased Analysis of Schwartz Values in Gemini.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=3 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
