paper_id,year,publication_type,evidence_basis,citation_count,D1,D6,D2,D3,D4,D5,D7,D8,composite,tier,weight_set,notes,low_credibility,subdomains,sens,sens_tier
P061,2026,empirical,abstract,0,2,3,2,2,2,3,1,3,2.30,C,empirical,d1:proceedings | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness; ethics,2.2142857142857144,C
P062,2026,other,abstract,0,3,3,1,2,,2,1,2,2.05,C,pos_review,ai-revised:subdomains=value alignment; capabilities->other | | ai-revised:subdomains=value alignment; capabilities->other | d1:journal | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2,0,other,2.0714285714285716,C
P063,2026,empirical,full-text,0,2,3,1,2,2,3,2,3,2.20,C,empirical,ft_file=Communication Enables Cooperation in LLM Agents: A Comparison with Curriculum-Based Approaches.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | ft_file=Communication Enables Cooperation in LLM Agents: A Comparison with Curriculum-Based Approaches.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness; ethics; capabilities,2.285714285714286,C
P064,2026,empirical,abstract,1,2,4,1,2,2,3,1,2,2.25,C,empirical,ai-revised:publication_type=review->empirical | ai-revised:methodology=not_applicable->analysis | | ai-revised:publication_type=review->empirical | ai-revised:methodology=not_applicable->analysis | d1:doi_peer | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; ethics,2.142857142857143,C
P065,2026,empirical,full-text,0,2,3,1,2,2,3,2,3,2.20,C,empirical,ft_file=LA-EDPO: Length-Aware Effect-Enhanced Direct Preference Optimization.pdf | ft_file=LA-EDPO: Length-Aware Effect-Enhanced Direct Preference Optimization.pdf | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness; ethics; capabilities,2.285714285714286,C
P066,2026,empirical,full-text,0,3,3,1,2,2,2,2,2,2.10,C,empirical,ft_file=On Algorithmic Ethics: Examining AI Decision-Making Mechanisms From the Perspective of Kant's Moral Philosophy.pdf | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=2 | scored:D7=2 | scored:D8=2 | ft_file=On Algorithmic Ethics: Examining AI Decision-Making Mechanisms From the Perspective of Kant's Moral Philosophy.pdf | d1:journal | d6:cohort p77,0,value alignment; interpretability; robustness; governance; ethics; capabilities,2.142857142857143,C
P067,2026,other,abstract,0,2,3,1,2,,2,1,2,1.95,C,pos_review,d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2,0,value alignment; governance; ethics; capabilities,1.9285714285714288,C
P068,2025,empirical,full-text,15,2,4,1,2,3,3,2,2,2.50,B,empirical,ft_file=LLM ethics benchmark: a three-dimensional assessment system for evaluating moral reasoning in large language models.pdf | ft_file=LLM ethics benchmark: a three-dimensional assessment system for evaluating moral reasoning in large language models.pdf | d1:doi_peer | d6:cohort p89 | scored:D2=1 | scored:D3=2 | scored:D4=3 | scored:D5=3 | scored:D7=2 | scored:D8=2,0,value alignment; interpretability; robustness; governance; ethics; capabilities,2.5,B
P069,2025,empirical,full-text,0,2,0,1,2,2,3,2,2,1.70,C,empirical,ft_file=MIRA: An LLM-Driven Dual-Loop Architecture for Metacognitive Reward Design.pdf | moved:formal_framework(none->other) | ft_file=MIRA: An LLM-Driven Dual-Loop Architecture for Metacognitive Reward Design.pdf | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0,value alignment; interpretability; robustness; ethics; capabilities,2.2142857142857144,C
P070,2026,empirical,full-text,0,2,3,1,2,3,3,2,2,2.35,C,empirical,"ft_file=Charting cross-cultural AI perception: An exploratory study of expectations, risk–benefit trade-offs, and values in Germany and China.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | ft_file=Charting cross-cultural AI perception: An exploratory study of expectations, risk–benefit trade-offs, and values in Germany and China.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=3 | scored:D5=3 | scored:D7=2 | scored:D8=2",0,value alignment; governance; ethics; capabilities,2.5,B
P071,2025,other,full-text,0,3,0,1,2,,3,1,2,1.85,C,pos_review,ft_file=High-Dimensional Data Stream Classification: Improving Random Patch Online Ensemble Classifier.pdf | ft_file=High-Dimensional Data Stream Classification: Improving Random Patch Online Ensemble Classifier.pdf | d1:journal | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; robustness,2.428571428571429,B
P072,2026,empirical,full-text,1,2,4,1,2,2,3,2,3,2.35,C,empirical,ft_file=Adaptive Prompt Elicitation for Text-to-Image Generation.pdf | ai-revised:subdomains=value alignment; interpretability; capabilities->other | ft_file=Adaptive Prompt Elicitation for Text-to-Image Generation.pdf | ai-revised:subdomains=value alignment; interpretability; capabilities->other | d1:proceedings | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,other,2.285714285714286,C
P073,2026,empirical,full-text,0,2,3,1,3,1,3,2,2,2.10,C,empirical,"ft_file=Composable Assurance for AI Alignment: A Framework for Propagating Formal Safety Properties Through MLOps.pdf; pilot=manual-review | pilot-reconcile: D2=1 (single author, no safety track record) | D4=1 (framework paper, no artifacts) | D7=2 (vague) | ft_file=Composable Assurance for AI Alignment: A Framework for Propagating Formal Safety Properties Through MLOps.pdf; pilot=manual-review | d1:proceedings | d6:cohort p77",0,value alignment; interpretability; robustness; governance; ethics,2.142857142857143,C
P074,2026,review,full-text,0,2,3,2,2,,3,1,3,2.50,B,pos_review,ft_file=XAI2Brain: A Perspective on Mechanistic Interpretability for Brain-AI Alignment.pdf | ft_file=XAI2Brain: A Perspective on Mechanistic Interpretability for Brain-AI Alignment.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; interpretability; robustness; governance; ethics; capabilities,2.5,B
P075,2026,position,full-text,0,2,3,1,2,,3,2,2,2.25,C,pos_review,ft_file=Interactionless Inverse Reinforcement Learning: A Data-Centric Framework for Durable Alignment.pdf | ai-revised:publication_type=other->position | ft_file=Interactionless Inverse Reinforcement Learning: A Data-Centric Framework for Durable Alignment.pdf | ai-revised:publication_type=other->position | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0,value alignment; interpretability; robustness; governance; ethics; capabilities,2.357142857142857,C
P076,2026,theoretical,full-text,0,2,3,1,2,,3,1,2,2.20,C,theoretical,ft_file=Toward Constitutional Autonomy in AI Systems: A Theoretical Framework for Aligned Agentic Intelligence.pdf | ft_file=Toward Constitutional Autonomy in AI Systems: A Theoretical Framework for Aligned Agentic Intelligence.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; interpretability; robustness; governance; ethics; capabilities,2.285714285714286,C
P077,2026,position,full-text,0,2,3,1,2,,2,1,2,1.95,C,pos_review,"ft_file=Governing Generative AI for Healthy Ageing: A Normative Conceptual Framework for Societal Alignment, Epistemic Authority, and Value Convergence in Geriatric Care.pdf | ai-revised:publication_type=empirical->position | moved:methodology(position) | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2 | ft_file=Governing Generative AI for Healthy Ageing: A Normative Conceptual Framework for Societal Alignment, Epistemic Authority, and Value Convergence in Geriatric Care.pdf | ai-revised:publication_type=empirical->position | moved:methodology(position) | d1:doi_peer | d6:cohort p77",0,value alignment; interpretability; robustness; governance; ethics,1.9285714285714288,C
P078,2026,empirical,full-text,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=Reinforcement Learning With Verifier Guidance and Penalty Shaping for Vietnamese Summarization Using Small Language Models.pdf | ft_file=Reinforcement Learning With Verifier Guidance and Penalty Shaping for Vietnamese Summarization Using Small Language Models.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; interpretability; robustness; ethics; capabilities,2.142857142857143,C
P079,2026,empirical,full-text,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=Stability of value perception: minimal influence of framing on moral attributions to a humanoid robot.pdf | ft_file=Stability of value perception: minimal influence of framing on moral attributions to a humanoid robot.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; interpretability; robustness; ethics; capabilities,2.142857142857143,C
P080,2025,empirical,full-text,16,2,4,2,2,3,3,2,3,2.70,B,empirical,ft_file=A data-driven generative strategy to avoid reward hacking in multi-objective molecular design.pdf | ai-revised:publication_type=other->empirical | moved:formal_framework(none->other) | ft_file=A data-driven generative strategy to avoid reward hacking in multi-objective molecular design.pdf | ai-revised:publication_type=other->empirical | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p90 | scored:D2=2 | scored:D3=2 | scored:D4=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; capabilities,2.5714285714285716,B
P081,2026,empirical,full-text,0,2,3,1,2,1,3,2,2,1.95,C,empirical,ft_file=A Mathematical Framework for Wise AI.pdf | ft_file=A Mathematical Framework for Wise AI.pdf | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=1 | scored:D5=3 | scored:D7=2 | scored:D8=2,0,value alignment; interpretability; robustness; governance; ethics; capabilities,1.9285714285714288,C
P082,2025,empirical,abstract,0,2,0,2,2,2,3,2,3,1.90,C,empirical,d1:proceedings | d6:cohort zero citations after grace period | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment,2.285714285714286,C
P083,2026,position,full-text,0,2,3,2,2,,3,2,3,2.55,B,pos_review,ft_file=Generative Artificial Intelligence for Social Impact.pdf | ft_file=Generative Artificial Intelligence for Social Impact.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; robustness; governance; ethics; capabilities,2.5714285714285716,B
P084,2026,empirical,full-text,1,2,4,1,2,2,3,2,3,2.35,C,empirical,ft_file=Multi-Metric Preference Alignment for Generative Speech Restoration.pdf | ft_file=Multi-Metric Preference Alignment for Generative Speech Restoration.pdf | d1:proceedings | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness; governance; ethics,2.285714285714286,C
P085,2026,empirical,full-text,1,2,4,1,2,2,3,2,3,2.35,C,empirical,ft_file=Are Conversational AI Agents the Way Out? Co-Designing Reader-Oriented News Experiences with Immigrants and Journalists.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | ft_file=Are Conversational AI Agents the Way Out? Co-Designing Reader-Oriented News Experiences with Immigrants and Journalists.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->analysis | d1:proceedings | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; governance; ethics,2.285714285714286,C
P086,2026,empirical,full-text,0,2,3,1,2,2,3,2,3,2.20,C,empirical,ft_file=Should LLM Safety be More Than Refusing Harmful Instructions?.pdf | ft_file=Should LLM Safety be More Than Refusing Harmful Instructions?.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness; capabilities,2.285714285714286,C
P087,2025,empirical,full-text,8,2,4,1,2,2,3,1,2,2.25,C,empirical,ft_file=“Turning right”? An experimental study on the political value shift in large language models.pdf | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2 | ft_file=“Turning right”? An experimental study on the political value shift in large language models.pdf | d1:doi_peer | d6:cohort p84,0,value alignment; robustness; governance; ethics,2.142857142857143,C
P088,2026,theoretical,full-text,0,2,3,1,2,,3,2,3,2.30,C,theoretical,ft_file=Generating the language of AI harms: mapping guardrails using critical code studies.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | ft_file=Generating the language of AI harms: mapping guardrails using critical code studies.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; robustness; governance; ethics,2.428571428571429,B
P089,2026,position,full-text,0,2,3,1,2,,3,1,3,2.35,C,pos_review,ft_file=Non-Ideal Foundations for Preference-Based AI Alignment.pdf | ai-revised:publication_type=other->position | ft_file=Non-Ideal Foundations for Preference-Based AI Alignment.pdf | ai-revised:publication_type=other->position | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; interpretability; robustness; ethics,2.5,B
P090,2025,theoretical,full-text,0,2,0,1,3,,3,1,2,2.00,C,theoretical,"ft_file=The Bateson Game: A Model of Strategic Ambiguity, Frame Uncertainty, and Pathological Learning.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | ft_file=The Bateson Game: A Model of Strategic Ambiguity, Frame Uncertainty, and Pathological Learning.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=3 | scored:D5=3 | scored:D7=1 | scored:D8=2",0,value alignment; interpretability,2.6428571428571432,B
P091,2026,review,full-text,0,2,3,2,2,,3,2,3,2.55,B,pos_review,ft_file=A Survey on Autonomy Induced Security Risks in Large Model-Based Agents.pdf | ft_file=A Survey on Autonomy Induced Security Risks in Large Model-Based Agents.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,2.5714285714285716,B
P092,2026,other,full-text,2,2,4,1,2,,3,1,2,2.35,C,pos_review,ft_file=Multi-objective reinforcement learning for provably incentivising alignment with value systems.pdf | moved:datasets_used(other) | moved:formal_framework(none->other) | ft_file=Multi-objective reinforcement learning for provably incentivising alignment with value systems.pdf | moved:datasets_used(other) | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p96 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; robustness; ethics,2.285714285714286,C
P093,2026,review,full-text,,3,,2,2,,3,2,3,2.59,B,pos_review,ft_file=Reinforcement Learning from X-Feedback: Recent Advances and Future Prospects.pdf | ft_file=Reinforcement Learning from X-Feedback: Recent Advances and Future Prospects.pdf | d1:journal | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; ethics; capabilities,2.7142857142857144,B
