id,title,year,doi,arxiv_id,status,source,pdf_path,decision
P01_0480,A Rolling Stone Gathers No Moss: Adaptive Policy Optimization for Stable Self-Evaluation in Large Multimodal Models,2026,10.1609/aaai.v40i40.40656,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Wang_2026_oa.pdf,Include
P01_0484,Networked Two-Way Communication Channels (NTCC): A Dynamic Semantic Indexing Framework for UI Design and AI Alignment,2026,10.1007/978-3-032-13184-3_10,,paywalled,openalex,,Include
P01_0485,"‘Systematic Alignment Decay’: a robust, technology-agnostic hazard associated with the advancement and proliferation of artificial intelligence",2026,10.1007/s00146-026-03055-0,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Kelters_2026_oa.pdf,Include
P01_0487,Beyond Chat: A Design Strategy for Enhancing Alignment Between User Requirements and AI Support in Online Decision-Making,2026,10.1080/10447318.2026.2623219,,paywalled,openalex,,Include
P01_0490,"The Alignment Target Problem: Divergent Moral Judgments of Humans, AI Systems, and Their Designers",2026,10.1145/3805689.3812297,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Chen_2026_oa.pdf,Include
P01_0491,An Identity Based Agent Model for AI Value Alignment,2026,10.1007/978-3-032-07638-0_23,,paywalled,openalex,,Include
P01_0495,An Explainable HCI-Based Decision Support Framework for Human-AI Co-Design,2026,10.3390/app16084007,,oa-link-failed,openalex,,Include
P01_0499,Granularity paradox: how emotion taxonomies shape GPT-5’s affective cognition and human-AI alignment,2026,10.3389/fpsyg.2026.1786724,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Zhang_2026_oa.pdf,Include
P01_0501,Training Child Helpline Counselors with Value-Integrated Chat Simulations,2026,10.1080/10447318.2026.2645437,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Al_Owayyed_2026_oa.pdf,Uncertain
P01_0502,Specify Privacy Yourself: Assessing Inference-Time Personalized Privacy Preservation Ability of Large Vision-Language Models,2025,10.1145/3746027.3758156,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Wang_2025_oa.pdf,Include
P01_0504,"A Two-Step, Multidimensional Account of Deception in Language Models",2026,10.1007/s10670-025-01017-4,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Dung_2026_oa.pdf,Include
P01_0506,Towards an Axiology of Intelligent Hybrid Systems,2026,10.1007/978-3-032-13063-1_12,,paywalled,openalex,,Include
P01_0508,Scaling Up AI Alignment,2026,10.1609/aaai.v40i46.41335,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Singh_2026_oa.pdf,Include
P01_0509,Adaptive Quine Structures for Metacognitive Evolution in Large Language Models: A Functional Framework with Gödelian Bounds and Illustrative Applications,2026,10.3390/math14132371,,oa-link-failed,openalex,,Uncertain
P01_0511,Learning the value systems of agents with preference-based and inverse reinforcement learning,2026,10.1007/s10458-026-09732-0,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Holgado_S_nchez_2026_oa.pdf,Uncertain
P01_0512,VC-Soup: Value-Consistency Guided Multi-Value Alignment for Large Language Models,2026,10.1145/3774904.3793058,,paywalled,openalex,,Include
P01_0514,Hierarchical process-level generative reward modeling with adaptive long-horizon reasoning for robust LLM alignment,2026,10.1016/j.ipm.2026.104957,,retrieved-manual,openalex,thesis/papers/01-scoping-review/research/pdfs/Chen_2026.pdf,Include
P01_0518,HADA: Human-AI Agent Decision Alignment Architecture,2026,10.1007/978-3-032-15632-7_5,,paywalled,openalex,,Include
P01_0519,Attribution Analysis-based Concept Alignment: A Human-in-the-loop Data Debugging Framework,2026,10.1609/aaai.v40i21.38793,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Chai_2026_oa.pdf,Include
P01_0521,Decentralized Value Systems Agreements,2026,10.65109/FXWO5737,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Hern_ndez_S_nchez_2026_oa.pdf,Include
P01_0522,Neurodivergent influenceability in agentic AI as a contingent solution to the AI alignment problem,2026,10.1093/pnasnexus/pgag076,,missing-file,openalex,,Include
P01_0524,Scaling International Legal Workflows with Ordinis: A Neuro-Symbolic Framework for GenAI in High-Stakes Domains,2026,10.1145/3769126.3769223,,paywalled,openalex,,Include
P01_0525,Getting in Contract with Large Language Models—An Agency Theory Perspective on Large Language Model Alignment,2026,10.1007/978-3-032-08480-4_4,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Kaltenpoth_2026_oa.pdf,Include
P01_0527,Causal Reward Adjustment: Mitigating Reward Hacking in External Reasoning via Backdoor Correction,2026,10.1609/aaai.v40i39.40584,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Song_2026_oa.pdf,Include
P01_0529,An Affective-Taxis Hypothesis for Alignment and Interpretability,2026,10.1007/978-3-032-00800-8_17,,paywalled,openalex,,Include
P01_0531,Do You Trust Me? Cognitive-Affective Signatures of Trustworthiness in Large Language Models,2026,10.1145/3774904.3792925,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Yeo_2026_oa.pdf,Uncertain
P01_0535,Ethical Governance Frameworks for AGI in Cyber-Physical Systems,2026,10.1109/SoutheastCon63549.2026.11476039,,paywalled,openalex,,Include
P01_0539,Testing Obedience and Control in AGI: Exploring Irrational Commands and the AI Control Problem,2026,10.1007/978-981-95-3658-0_69,,paywalled-confirmed,openalex,,Include
P01_0541,TouchAI: Exploring human–AI perceptual alignment in touch through language model representations,2026,10.1016/j.ijhcs.2026.103765,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Zhong_2026_oa.pdf,Include
P01_0544,Towards culture driven artificial intelligence to bridge the cultural cognition gap,2026,10.1007/s44163-026-01060-2,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Younas_2026_oa.pdf,Include
P01_0550,What Would It Look Like to Align Humans with Ants?,2026,10.1002/9781394258840.ch17,,paywalled,openalex,,Include
P01_0551,"On the Interplay of Human-AI Alignment, Fairness, and Performance Trade-Offs in Medical Imaging",2026,10.1007/978-3-032-05185-1_41,,paywalled,openalex,,Include
P01_0552,Hybrid Explanation-Guided Learning for Transformer-Based Chest X-Ray Diagnosis,2026,10.1007/978-3-032-17611-0_4,,paywalled,openalex,,Include
P01_0557,Editable XAI: Toward Bidirectional Human-AI Alignment with Co-Editable Explanations of Interpretable Attributes,2026,10.1145/3772318.3791375,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Chen_2026_oa.pdf,Include
P01_0561,Out of time for the version of record: designing living knowledge infrastructure for AI-accelerated scholarship,2026,10.1007/s00146-026-03126-2,,paywalled,openalex,,Include
P01_0565,On the Artificial Aesthetic Education of an Architect,2026,10.1007/978-981-95-0760-3_17,,paywalled,openalex,,Include
P01_0566,Domain-Guided Soft Actor-Critic for Network Slicing in Cell-Free Massive MIMO Systems,2026,10.1109/TCOMM.2026.3712554,,paywalled,openalex,,Include
P01_0569,Aligning explanations with human values: context-sensitive trust calibration in AI decision systems,2026,10.1080/0144929X.2026.2662402,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Singh_2026_oa.pdf,Include
P01_0571,A New Perspective for Alignment Research in Artificial Intelligence,2026,10.1063/5.0327662,,paywalled,openalex,,Include
P01_0572,CONFUCIAN ETHICS AND AI ALIGNMENT,2026,10.46992/pijp.27.2.a.5,,no-pdf-foreign,openalex,,Include
P01_0575,From Clicks to Preference: A Multi-stage Alignment Framework for Generative Query Suggestion in Conversational System,2026,10.1145/3770854.3783953,,paywalled,openalex,,Include
P01_0578,Cooperative Multi-Agent Alignment via Boolean Task Algebras and Team Morality Chains,2026,10.65109/SCKG1056,,paywalled,openalex,,Include
P01_0582,Homeroom: A Value-Aligned and Community-Centered Homeschooling Platform,2026,10.1145/3772318.3791698,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Rifat_2026_oa.pdf,Include
P01_0583,"Managing AI-Powered Cyber Threats, Adversarial Attacks, and Ensuring Ethical AI Alignment with Human Values",2025,10.23940/ijpe.25.12.p1.673685,,paywalled,openalex,,Include
P01_0584,A Reinforcement Learning Framework for Robust and Secure LLM Watermarking,2026,10.18653/v1/2026.eacl-long.338,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/An_2026_oa.pdf,Include
P01_0586,"A Mathematical Formulation of AGI in the (C, U, V) Framework",2026,10.1016/j.eng.2025.08.034,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/He_2026_oa.pdf,Include
P01_0592,Instilling Organisational Values in Firefighters Through Simulation-Based Training,2026,10.1007/978-3-032-13063-1_14,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Osman_2026_oa.pdf,Include
P01_0593,Enhancing out-of-distribution detection with bilateral distribution score,2026,10.1016/j.neunet.2026.108718,,paywalled,openalex,,Include
P01_0594,Mechanistic Interpretability: A New Trend in Interpretability Research,2026,10.1527/tjsai.41-4_AN40-D,,no-pdf-foreign,openalex,,Include
P01_0597,Building Robust Artificial Intelligence Through Multi-Agent Debate,2026,10.1007/978-3-032-06558-2_5,,paywalled-confirmed,openalex,,Include
P01_0598,Specification-Guided Reinforcement Learnin,2026,10.1609/aaai.v40i48.42142,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Ambadkar_2026_oa.pdf,Include
P01_0604,Against the Manhattan project framing of AI alignment,2026,10.1111/mila.12548,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Friederich_2026_oa.pdf,Include
P01_0607,Value Alignment and Expertise Drift: Value Differences in Manual Data Annotation Based on BERT Models,2026,10.1007/978-3-032-29900-0_12,,paywalled,openalex,,Include
P01_0610,How much of a pluralist is ChatGPT? A comparative study of value pluralism in generative AI chatbots,2026,10.1007/s00146-025-02450-3,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Novis_Deutsch_2026_oa.pdf,Uncertain
P01_0612,Social image presentation of virtual sports in social media through the analysis of Twitter data,2026,10.1038/s41598-026-36725-6,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Du_2026_oa.pdf,Include
P01_0614,Steering AI-driven Personalization of Scientific Text for General Audiences,2025,10.1145/3757660,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Kim_2025_oa.pdf,Include
P01_0615,"Artificial General Intelligence: Current Progress, Safety Considerations, and Ethical Imperatives",2026,10.1109/ICIPCN67432.2026.11438447,,paywalled,openalex,,Include
P01_0616,A NOTE ON ETHICS AND PREDICTION,2026,10.1422/120417,,paywalled,openalex,,Include
P01_0617,Evaluating Generative AI as a Triage Tool in Aligned Yet Divergent Investment Decision-Making,2026,10.4018/IJSWIS.399171,,oa-link-failed,openalex,,Include
P01_0622,On Controllability in Agentic AI: A Survey,2026,10.1007/s11023-026-09783-y,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Nguyen_2026_oa.pdf,Include
P01_0624,A novel MRI PET image fusion using shearlet transform and pulse coded neural network,2025,10.1038/s41598-025-88701-1,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Satyanarayana_2025_oa.pdf,Include
P01_0626,PARTICIPATE-AI: Exploring the Participatory Turn in Citizen-Centred AI,2026,10.1145/3742414.3794954,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Briggs_2026_oa.pdf,Include
P01_0627,Artificial superintelligence alignment in healthcare,2026,10.1007/s11604-025-01907-1,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Ueda_2026_oa.pdf,Include
P01_0629,Reinforcement Learning without Explicit Rewards: Theory and Practice,2026,10.1609/aaai.v40i47.41364,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Zhang_2026_oa.pdf,Include
P01_0635,"From C-3PO to HAL 9000: motivation, agency, and the limits of human control in artificial intelligence",2026,10.1007/s00146-026-03196-2,,paywalled,openalex,,Include
P01_0636,The Landscape of AI Alignment: A Comprehensive Review of Theories and Methods,2026,10.1142/S021800142539001X,,paywalled,openalex,,Include
P01_0637,Bridging Human and Artificial Intelligence: Modeling Human Learning with Explainable AI Tools,2026,10.3390/ai7030082,,oa-link-failed,openalex,,Include
P01_0638,Hierarchical Reward Function Design for Autonomous Driving Based on Reinforcement Learning,2025,10.1145/3778450.3778525,,paywalled,openalex,,Include
P01_0639,"BEE: Belief-Value-Aligned, Explainable, and Extensible Cognitive Framework for Conversational Agents",2025,10.1145/3717511.3747067,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Yang_2025_oa.pdf,Include
P01_0640,Toward a Symbiotic Society with Generative AI: For Living Together into the Future,2026,10.1007/978-981-95-1327-7_35,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Taniguchi_2026_oa.pdf,Include
P01_0641,Why Go Heavy? Rethinking Visual Information Reduction in EEG-to-Image Alignment,2026,10.1109/BCI69045.2026.11435051,,paywalled,openalex,,Include
P01_0643,Evolution of ESG Investing and Its Inclusion in Behavioral Finance,2026,10.4324/9781003593881-2,,paywalled,openalex,,Include
P01_0644,Navigating AI-Animal Alignment: A Reply to Coghlan and Parker,2026,10.1007/s13347-026-01049-w,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Moret_2026_oa.pdf,Uncertain
P01_0645,When Drawing Is Not Enough: Exploring Spontaneous Speech with Sketch for Intent Alignment in Multimodal LLMs,2026,10.1145/3802974.3809463,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Shi_2026_oa.pdf,Include
P01_0646,Navigating the Ethics of Artificial Intelligence,2025,10.3390/encyclopedia5040201,,retrieved-manual,openalex,thesis/papers/01-scoping-review/research/pdfs/Harris_2025.pdf,Include
P01_0647,Multi-Value Alignment for LLMs via Value Decorrelation and Extrapolation,2026,10.1609/aaai.v40i40.40708,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Xu_2026_oa.pdf,Include
P01_0649,Measuring and Enhancing Human Value Alignment in Zero-Shot Document-Level Claim Extraction,2026,10.1145/3774904.3792299,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Hao_2026_oa.pdf,Include
P01_0650,"Safeguarding the dead donor rule in the age of normothermic regional perfusion: organismic unity, irreversibility, and epistemic responsibility",2026,10.1007/s11017-026-09752-7,,paywalled,openalex,,Uncertain
P01_0651,A Survey on Quality Metrics for Text-to-Image Generation,2025,10.1109/TVCG.2025.3585077,,paywalled,openalex,,Uncertain
P01_0652,Weights-Rotated Preference Optimization for Large Language Models,2025,10.18653/v1/2025.emnlp-main.1329,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Yang_2025_oa.pdf,Include
P01_0653,Towards neuroadaptive chatbots: a feasibility study,2025,10.3389/fnrgo.2025.1589734,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Gherman_2025_oa.pdf,Include
P01_0655,Is superintelligence necessarily moral?,2024,10.1093/analys/anae033,,retrieved-manual,openalex,thesis/papers/01-scoping-review/research/pdfs/Dung_2024.pdf,Include
P01_0657,Harnessing Metacognition for Safe and Responsible AI,2025,10.3390/technologies13030107,,oa-link-failed,openalex,,Include
P01_0660,A Reasoning and Value Alignment Test to Assess Advanced GPT Reasoning,2024,10.1145/3670691,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/McIntosh_2024_oa.pdf,Include
P01_0664,Generative AI-Enhanced Chatbot Design for Constructionist Gaming,2025,10.1007/978-3-031-74138-8_34,,paywalled,openalex,,Include
P01_0665,Reversing the logic of generative AI alignment: a pragmatic approach for public interest,2025,10.1017/dap.2025.9,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Papyshev_2025_oa.pdf,Uncertain
P01_0666,Scalable Human Oversight for Aligned Large Language Models: A Hybrid Framework for Intent Fidelity,2025,10.18280/isi.300807,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Ayankoya_2025_oa.pdf,Include
