study_id,id,title,authors,year,doi,arxiv_id,relevance_score,page_count,annotation,ft_status,pdf_status,has_pdf,needs_download,dup_within_lib,dup_pdf_file,download_url
P058,P01_0275,Exploring ‘Value Alignment’: A Genealogy and Three Conceptions,"López-Castro, D.",2026,10.1007/978-3-032-13063-1_11,,4,,"RQ: Exploring ‘Value Alignment’: A Genealogy and Three Conceptions | Abstract: The recent rise of transformer architectures (e.g. LLM) has intensified the debate surrounding the social implications of artificial intelligence, positioning ‘value alignment’ as a central response to the potential risks of advanced AI.",paywalled,paywalled,no,yes,,no,https://doi.org/10.1007/978-3-032-13063-1_11
P059,P01_0276,Bidirectional transparency in human-agent communications: effects of direction and level of transparency,"Xu, X.; Yu, R.; Yuan, M.; Zheng, J.",2026,10.1080/00140139.2025.2456535,,3,,"RQ: Bidirectional transparency in human-agent communications: effects of direction and level of transparency | Abstract: This study investigated whether bidirectional transparency, compared to agent-to-human transparency, improved human–agent collaboration. Additionally, we examined the optimal transparency levels for both humans and agents.",paywalled,paywalled,no,yes,,no,https://doi.org/10.1080/00140139.2025.2456535
P060,P01_0278,Heterogeneous Value Alignment Evaluation for Large Language Models,"Zhang, Z.; Zhang, C.; Liu, N.; Qi, S.; Rong, Z.; Zhu, S.-C.; Yang, Y.",2026,10.1007/978-3-032-00800-8_34,,3,,"RQ: Heterogeneous Value Alignment Evaluation for Large Language Models | Abstract: The emergent capabilities of Large Language Models (LLMs) have made it crucial to align their values with those of humans. However, current methodologies typically attempt to assign value as an attribute to LLMs but lack attention to the ab",paywalled,paywalled,no,yes,,no,https://doi.org/10.1007/978-3-032-00800-8_34
P061,P01_0283,A Stance Benchmark for Evaluating Value Alignment in LLMs across Sensitive Domains,"Liu, Z.; Gao, Y.; Chen, B.; Zhao, X.",2026,10.1145/3804601.3804671,,3,,"RQ: A Stance Benchmark for Evaluating Value Alignment in LLMs across Sensitive Domains | Abstract: Large language models (LLMs) have achieved rapid development and broad application, yet their outputs frequently reflect biases inherent in pretraining data and alignment subjectivity. Even after fine-tuning, LLMs may generate content expre",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1145/3804601.3804671
P062,P01_0287,"The phygital intelligence value experience (PHIVE) matrix: the good, the bad, and the ugly of AI marketing for customer experience design","Batat, W.",2026,10.1080/0965254X.2026.2682414,,3,,"RQ: The phygital intelligence value experience (PHIVE) matrix: the good, the bad, and the ugly of AI marketing for customer experience design | Abstract: Artificial intelligence is reshaping customer experience design, yet many AI marketing approaches remain constrained by digital first, techno-centric logics that overlook the embodied, emotional, and symbolic dimensions of consumption. As c",paywalled,paywalled,no,yes,,no,https://doi.org/10.1080/0965254X.2026.2682414
P063,P01_0291,Communication Enables Cooperation in LLM Agents: A Comparison with Curriculum-Based Approaches,"Madmoun, H.; Lahlou, S.",2026,10.18653/v1/2026.eacl-short.23,,3,,RQ: Communication Enables Cooperation in LLM Agents: A Comparison with Curriculum-Based Approaches | Abstract: Eliciting cooperation in multi-agent LLM systems is critical for AI alignment. We investigate two approaches: direct communication and curriculum learning.,retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.18653/v1/2026.eacl-short.23
P064,P01_0293,Anthropomorphic traits and user loyalty: exploring the mediating role of perceived value in chatbot usage in China,"Xi, Y.; Deng, T.",2026,10.1080/1369118X.2025.2557549,,3,,"RQ: Anthropomorphic traits and user loyalty: exploring the mediating role of perceived value in chatbot usage in China | Abstract: Recent advances in large language model (LLM)-based chatbots have increased interest in anthropomorphizing AI systems. However, current research emphasizes human-like appearance and behavior rather than examining how specific anthropomorphi",paywalled,paywalled,no,yes,,no,https://doi.org/10.1080/1369118X.2025.2557549
P065,P01_0295,LA-EDPO: Length-Aware Effect-Enhanced Direct Preference Optimization,"Zhang, W.",2026,10.1109/ICAACE69793.2026.11508785,,5,,RQ: LA-EDPO: Length-Aware Effect-Enhanced Direct Preference Optimization | Abstract: This paper investigates the phenomena of reward hacking and likelihood drift encountered during the alignment of large language models with human preferences. Existing Direct Preference Optimization (DPO) methods suffer from the linear accu,paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/ICAACE69793.2026.11508785
P066,P01_0301,On Algorithmic Ethics: Examining AI Decision-Making Mechanisms From the Perspective of Kant's Moral Philosophy,"Xu, Y.",2026,10.4018/IJT.413061,,3,,"RQ: On Algorithmic Ethics: Examining AI Decision-Making Mechanisms From the Perspective of Kant's Moral Philosophy | Abstract: The rapid advancement of artificial intelligence (AI) has endowed society with unprecedented decision-making capabilities while also raising profound ethical challenges. In the context of increasingly autonomous AI systems, balancing fairne",oa-link-failed,oa-link-failed,no,yes,,no,https://doi.org/10.4018/IJT.413061
P067,P01_0306,Human-AI Interaction in LLM,"Zakershahrak, M.",2026,10.1007/978-981-95-3658-0_72,,3,,"RQ: Human-AI Interaction in LLM | Abstract: This comprehensive chapter explores the evolving landscape of human–AI interaction through the lens of large language models, examining how these technologies are transforming from mere tools to cognitive partners. Beginning with fundamenta",paywalled,paywalled,no,yes,,no,https://doi.org/10.1007/978-981-95-3658-0_72
P068,P01_0307,LLM ethics benchmark: a three-dimensional assessment system for evaluating moral reasoning in large language models,"Jiao, J.; Afroogh, S.; Murali, A.; Chen, K.; Atkinson, D.; Dhurandhar, A.",2025,10.1038/s41598-025-18489-7,,3,,RQ: LLM ethics benchmark: a three-dimensional assessment system for evaluating moral reasoning in large language models | Abstract: This study establishes a novel framework for systematically evaluating the moral reasoning capabilities of large language models (LLMs) as they increasingly integrate into critical societal domains. Current assessment methodologies lack the,retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1038/s41598-025-18489-7
P069,P01_0308,MIRA: An LLM-Driven Dual-Loop Architecture for Metacognitive Reward Design,"Zhang, W.; Xu, Y.; Sun, Z.",2025,10.3390/systems13121124,,5,,"RQ: MIRA: An LLM-Driven Dual-Loop Architecture for Metacognitive Reward Design | Abstract: A central obstacle to the practical deployment of Reinforcement Learning (RL) is the prevalence of sparse rewards, which often necessitates task-specific dense signals crafted through costly trial-and-error. Automated reward decomposition a",oa-link-failed,oa-link-failed,no,yes,,no,https://doi.org/10.3390/systems13121124
P070,P01_0310,"Charting cross-cultural AI perception: An exploratory study of expectations, risk–benefit trade-offs, and values in Germany and China","Brauner, P.; Glawe, F.; Liehner, G.L.; Vervier, L.; Ziefle, M.",2026,10.1016/j.actpsy.2026.107094,,3,,"RQ: Charting cross-cultural AI perception: An exploratory study of expectations, risk–benefit trade-offs, and values in Germany and China | Abstract: As artificial intelligence (AI) continues to advance, understanding public perceptions—including biases, risks, and benefits—is essential for guiding research priorities and AI alignment, shaping public discourse, and informing policy. This",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1016/j.actpsy.2026.107094
P071,P01_0311,High-Dimensional Data Stream Classification: Improving Random Patch Online Ensemble Classifier,"Bensaoula, H.I.; Nait Bahloul, S.",2025,10.30880/jscdm.2025.06.03.011,,3,,"RQ: High-Dimensional Data Stream Classification: Improving Random Patch Online Ensemble Classifier | Abstract: In recent years, the amount of data produced by human activities has increased massively, giving rise to a constant flow of data generated in real time, known as data streams. Data stream classification requires both incremental and adaptiv",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.30880/jscdm.2025.06.03.011
P072,P01_0312,Adaptive Prompt Elicitation for Text-to-Image Generation,"Wen, X.; Hegemann, L.; Jin, X.; Ma, S.; Oulasvirta, A.",2026,10.1145/3742413.3789149,,3,,"RQ: Adaptive Prompt Elicitation for Text-to-Image Generation | Abstract: Aligning text-to-image generation with user intent remains challenging, as users frequently provide ambiguous inputs and struggle with model idiosyncrasies. We propose Adaptive Prompt Elicitation (APE), a technique that adaptively poses vis",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1145/3742413.3789149
P073,P01_0313,Composable Assurance for AI Alignment: A Framework for Propagating Formal Safety Properties Through MLOps,"Zhao, X.",2026,10.1609/aaai.v40i44.41151,,3,,"RQ: Composable Assurance for AI Alignment: A Framework for Propagating Formal Safety Properties Through MLOps | Abstract: The increasing complexity of modern AI systems exposes a significant assurance gap: safety evidence from practices like red-teaming and robustness testing remains fragmented, lacking a formal mechanism for composition and propagation throug",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1609/aaai.v40i44.41151
P074,P01_0319,XAI2Brain: A Perspective on Mechanistic Interpretability for Brain–AI Alignment,"Jiang, R.; Zhou, Y.; Wang, B.; Angelov, P.; Ni, Q.",2026,10.3390/make8060167,,5,,"RQ: XAI2Brain: A Perspective on Mechanistic Interpretability for Brain–AI Alignment | Abstract: The convergence of artificial intelligence (AI), explainable AI (XAI), and neuroscience is fostering new opportunities for understanding both machine and biological intelligence through interpretable and human-centered learning paradigms. I",oa-link-failed,retrieved-manual,yes,no,,no,https://doi.org/10.3390/make8060167
P075,P01_0320,Interactionless Inverse Reinforcement Learning: A Data-Centric Framework for Durable Alignment,"Malomgré, E.; Simoens, P.",2026,10.65109/LCMH1709,,4,,"RQ: Interactionless Inverse Reinforcement Learning: A Data-Centric Framework for Durable Alignment | Abstract: AI alignment is growing in importance, yet many current approaches learn safety behavior by directly modifying policy parameters, entangling normative constraints with the underlying policy. This often yields opaque, difficult-to-edit align",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.65109/LCMH1709
P076,P01_0321,Toward Constitutional Autonomy in AI Systems: A Theoretical Framework for Aligned Agentic Intelligence,"Torgbi Agbemabiese, W.",2026,10.1109/ACCESS.2026.3654907,,5,,"RQ: Toward Constitutional Autonomy in AI Systems: A Theoretical Framework for Aligned Agentic Intelligence | Abstract: This paper introduces Constitutional Autonomy, extending AI alignment beyond training-phase optimization into runtime enforcement for autonomous agentic systems. As AI transitions from reactive to proactive agents, training-phase methods be",oa-link-failed,retrieved-manual,yes,no,,no,https://doi.org/10.1109/ACCESS.2026.3654907
P077,P01_0322,"Governing Generative AI for Healthy Ageing: A Normative Conceptual Framework for Societal Alignment, Epistemic Authority, and Value Convergence in Geriatric Care","Alves Ferreira, J.M.; Tukaiev, S.; Giannouli, V.",2026,10.3390/healthcare14121660,,3,,"RQ: Governing Generative AI for Healthy Ageing: A Normative Conceptual Framework for Societal Alignment, Epistemic Authority, and Value Converge | Abstract: Background/Objectives: Large language models (LLMs) and generative AI are rapidly being integrated into healthy ageing initiatives for tasks ranging from companionship and cognitive support to personalised health advice and reduction in soc",oa-link-failed,oa-link-failed,no,yes,,no,https://doi.org/10.3390/healthcare14121660
P078,P01_0324,Reinforcement Learning With Verifier Guidance and Penalty Shaping for Vietnamese Summarization Using Small Language Models,"Tran, T.T.P.; Vu, T.H.; Nguyen, V.V.; Nguyen, P.T.",2026,10.1109/ACCESS.2026.3701952,,4,,"RQ: Reinforcement Learning With Verifier Guidance and Penalty Shaping for Vietnamese Summarization Using Small Language Models | Abstract: Reinforcement learning (RL) can optimize abstractive summarization toward task quality criteria, but imperfect rewards can cause reward hacking, factual drift, and unstable updates. This issue is acute for Vietnamese summarization, where re",oa-link-failed,oa-link-failed,no,yes,,no,https://doi.org/10.1109/ACCESS.2026.3701952
P079,P01_0325,Stability of value perception: minimal influence of framing on moral attributions to a humanoid robot,"Marchesi, S.; Ciupin´ska, K.; De Tommaso, D.; Wykowska, A.",2026,10.1038/s41598-025-28831-8,,3,,"RQ: Stability of value perception: minimal influence of framing on moral attributions to a humanoid robot | Abstract: As robots are becoming collaborators in various domains, understanding if humans perceive them as moral and intentional agents is pivotal. This study investigated the malleability of human attributions of value alignment and intentionality ",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1038/s41598-025-28831-8
P080,P01_0327,A data-driven generative strategy to avoid reward hacking in multi-objective molecular design,"Yoshizawa, T.; Ishida, S.; Sato, T.; Ohta, M.; Honma, T.; Terayama, K.",2025,10.1038/s41467-025-57582-3,,4,,"RQ: A data-driven generative strategy to avoid reward hacking in multi-objective molecular design | Abstract: Molecular design using data-driven generative models has emerged as a promising technology, impacting various fields such as drug discovery and the development of functional materials. However, this approach is often susceptible to optimiza",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1038/s41467-025-57582-3
